TOTAL_TEXT_CHANGED=1027

factions/adepta-sororitas.js | core-leader | "领袖" | len 999 -> 2 | "某些 **角色(Character)** 单位在牌表上列有「领袖」。这些 **角"… -> "领袖"
factions/tau-empire.js | core-infiltrators | "渗透" | len 77 -> 2 | "于部署时，若单位中的每个模型都具有此能力，则当你部署该单位时，可以将其部署在战场"… -> "渗透"
factions/tau-empire.js | core-stealth | "潜行" | len 44 -> 2 | "若此单位的每个模型都具有此能力，则每次对其进行远程攻击时，从该攻击的命中掷骰中减"… -> "潜行"
factions/tau-empire.js | core-leader | "领袖" | len 1005 -> 2 | "某些 **角色(Character)** 单位的资料表上列有「领袖」。这类 **"… -> "领袖"
factions/tau-empire.js | core-scouts | "斥候" | len 297 -> 2 | "某些单位的能力栏中列有「斥候x\\\"」。若单位中每个模型都具有此能力，则在第一战斗"… -> "斥候"
factions/tau-empire.js | unique-deadly-demise-d3 | "致命破灭 D3" | len 146 -> 6 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D3"
factions/tau-empire.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/tau-empire.js | core-deadly-demise-1 | "致命破灭 1" | len 146 -> 5 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭1"
factions/tau-empire.js | core-scouts | "斥候" | len 297 -> 2 | "某些单位的能力栏中列有「斥候x\\\"」。若单位中每个模型都具有此能力，则在第一战斗"… -> "斥候"
factions/tau-empire.js | core-leader | "领袖" | len 1005 -> 2 | "某些 **角色(Character)** 单位的资料表上列有「领袖」。这类 **"… -> "领袖"
factions/tau-empire.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/tau-empire.js | core-scouts | "斥候" | len 297 -> 2 | "某些单位的能力栏中列有「斥候x\\\"」。若单位中每个模型都具有此能力，则在第一战斗"… -> "斥候"
factions/tau-empire.js | core-scouts-2 | "斥候" | len 297 -> 2 | "某些单位的能力栏中列有「斥候x\\\"」。若单位中每个模型都具有此能力，则在第一战斗"… -> "斥候"
factions/tau-empire.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/tau-empire.js | unique-deadly-demise-d3 | "致命破灭 D3" | len 146 -> 6 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D3"
factions/tau-empire.js | unique-deadly-demise-d6 | "致命破灭 D6" | len 146 -> 6 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D6"
factions/tau-empire.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/tau-empire.js | core-scouts | "斥候" | len 297 -> 2 | "某些单位的能力栏中列有「斥候x\\\"」。若单位中每个模型都具有此能力，则在第一战斗"… -> "斥候"
factions/tau-empire.js | core-scouts-2 | "斥候" | len 297 -> 2 | "某些单位的能力栏中列有「斥候x\\\"」。若单位中每个模型都具有此能力，则在第一战斗"… -> "斥候"
factions/tau-empire.js | unique-deadly-demise-d3 | "致命破灭 D3" | len 146 -> 6 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D3"
factions/tau-empire.js | unique-deadly-demise-d3 | "致命破灭 D3" | len 146 -> 6 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D3"
factions/tau-empire.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/tau-empire.js | core-leader | "领袖" | len 1005 -> 2 | "某些 **角色(Character)** 单位的资料表上列有「领袖」。这类 **"… -> "领袖"
factions/tau-empire.js | core-stealth | "潜行" | len 44 -> 2 | "若此单位的每个模型都具有此能力，则每次对其进行远程攻击时，从该攻击的命中掷骰中减"… -> "潜行"
factions/tau-empire.js | core-scouts | "斥候" | len 297 -> 2 | "某些单位的能力栏中列有「斥候x\\\"」。若单位中每个模型都具有此能力，则在第一战斗"… -> "斥候"
factions/tau-empire.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/tau-empire.js | core-scouts-9 | "斥候9\\" | len 259 -> 5 | "某些单位的能力中列有「斥候x\\\"」。若单位中的每个模型都有此能力，则在首场战斗回"… -> "斥候9\\\""
factions/tau-empire.js | core-infiltrators | "渗透" | len 77 -> 2 | "于部署时，若单位中的每个模型都具有此能力，则当你部署该单位时，可以将其部署在战场"… -> "渗透"
factions/tau-empire.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/tau-empire.js | core-leader | "领袖" | len 1005 -> 2 | "某些 **角色(Character)** 单位的资料表上列有「领袖」。这类 **"… -> "领袖"
factions/thousand-sons.js | core-leader | "领袖" | len 974 -> 2 | "某些**角色(Character)**单位的数据表上列有「领袖」。这样的**角色"… -> "领袖"
factions/thousand-sons.js | core-deep-strike | "深入打击" | len 177 -> 4 | "在「宣示战斗阵型」阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备"… -> "深入打击"
factions/thousand-sons.js | core-infiltrators | "渗透" | len 77 -> 2 | "于部署时，若单位中的每个模型都具有此能力，则当你配置该单位时，可以将其配置在战场"… -> "渗透"
factions/thousand-sons.js | core-deadly-demise-d6 | "致命破灭" | len 150 -> 6 | "部分模型具有「致命破灭 x」能力。当此类模型被摧毁时，在将其从战场移除前掷一次 "… -> "致命破灭D6"
factions/thousand-sons.js | core-deadly-demise-d3 | "致命破灭" | len 161 -> 6 | "某些模型在其能力中列有「致命破灭 x」。当这样的模型被摧毁时，在将其移出游戏前掷"… -> "致命破灭D3"
factions/thousand-sons.js | core-deadly-demise-d3 | "致命破灭" | len 154 -> 6 | "某些模型的能力栏中列有「致命破灭 x」。当此类模型被摧毁时，在将其移出游戏前掷一"… -> "致命破灭D3"
factions/thousand-sons.js | core-deadly-demise-d3 | "致命破灭" | len 154 -> 6 | "某些模型的能力栏中列有「致命破灭 x」。当此类模型被摧毁时，在将其移出游戏前掷一"… -> "致命破灭D3"
factions/thousand-sons.js | core-feel-no-pain-5 | "不觉疼痛5+" | len 146 -> 6 | "有些模型能力中列有「不觉疼痛 x+」。每当具有此能力的模型受到伤害并因此将失去一"… -> "不觉疼痛5+"
factions/thousand-sons.js | core-deadly-demise-d3 | "致命破灭" | len 147 -> 6 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D3"
factions/thousand-sons.js | core-deadly-demise-d3 | "致命破灭" | len 147 -> 6 | "某些模型的能力中列有「致命破灭 x」。当此类模型被摧毁时，在将其从场地移除前掷一"… -> "致命破灭D3"
factions/thousand-sons.js | core-deadly-demise-d3 | "致命破灭" | len 150 -> 6 | "某些模型的能力上列有「致命破灭 x」。当此类模型被摧毁时，在将其移出游戏前掷一个"… -> "致命破灭D3"
factions/thousand-sons.js | core-deep-strike | "深入打击" | len 176 -> 4 | "在「宣布战阵」阶段，如果一个单位中的每个模型都具有此能力，你可以将其设定在预备队"… -> "深入打击"
factions/thousand-sons.js | core-deadly-demise-d6 | "致命破灭" | len 160 -> 6 | "某些模型的能力中列有「致命破灭 x」。当此类模型被摧毁时，在将其从游戏中移除前掷"… -> "致命破灭D6"
factions/thousand-sons.js | core-feel-no-pain-6 | "不觉疼痛6+" | len 136 -> 6 | "某些模型具有「不觉疼痛 x+」能力。此模型每次承受伤害并即将失去一个创伤时（包括"… -> "不觉疼痛6+"
factions/thousand-sons.js | core-leader | "领袖" | len 960 -> 2 | "某些 **角色(Character)** 单位的数据卡上列有「领袖」。这些 **"… -> "领袖"
factions/thousand-sons.js | core-leader | "领袖" | len 950 -> 2 | "某些**角色(Character)**单位的资料表上列有「领袖」。这类**角色("… -> "领袖"
factions/thousand-sons.js | core-deep-strike | "深入打击" | len 167 -> 4 | "在「宣告战斗阵型」步骤中，若一个单位中的每个模型都有此能力，你可将其放入后备而非"… -> "深入打击"
factions/thousand-sons.js | core-deadly-demise-d3 | "致命破灭" | len 147 -> 6 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D3"
factions/thousand-sons.js | core-deadly-demise-1 | "致命破灭" | len 151 -> 5 | "部分模型的能力中有「致命破灭 x」。当该模型被摧毁时，于将其移除出场前掷一次 D"… -> "致命破灭1"
factions/thousand-sons.js | core-deadly-demise-d3 | "致命破灭" | len 147 -> 6 | "某些模型的能力中列有「致命破灭 x」。当此类模型被摧毁时，在将其从场地移除前掷一"… -> "致命破灭D3"
factions/thousand-sons.js | core-leader | "领袖" | len 959 -> 2 | "某些**角色(Character)**单位的资料表上列有「领袖」。这些**角色("… -> "领袖"
factions/thousand-sons.js | core-deadly-demise-d6 | "致命破灭" | len 160 -> 6 | "某些模型的能力中列有「致命破灭 x」。当此类模型被摧毁时，在将其从游戏中移除前掷"… -> "致命破灭D6"
factions/thousand-sons.js | core-deep-strike | "深入打击" | len 176 -> 4 | "在「宣布战阵」阶段，如果一个单位中的每个模型都具有此能力，你可以将其设定在预备队"… -> "深入打击"
factions/thousand-sons.js | core-deadly-demise-d6 | "致命破灭" | len 150 -> 6 | "部分模型具有「致命破灭 x」能力。当此类模型被摧毁时，在将其从战场移除前掷一次 "… -> "致命破灭D6"
factions/thousand-sons.js | core-deep-strike | "深入打击" | len 167 -> 4 | "在「宣告战斗阵型」步骤中，若一个单位中的每个模型都有此能力，你可将其放入后备而非"… -> "深入打击"
factions/thousand-sons.js | core-deadly-demise-d6 | "致命破灭" | len 146 -> 6 | "某些模型的能力中列有「致命毁灭 x」。当此类模型被摧毁时，在将其移出场景前掷 1"… -> "致命破灭D6"
factions/thousand-sons.js | core-deep-strike | "深入打击" | len 177 -> 4 | "在「宣示战斗阵型」阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备"… -> "深入打击"
factions/thousand-sons.js | core-deadly-demise-d3 | "致命破灭" | len 154 -> 6 | "某些模型的能力栏中列有「致命破灭 x」。当此类模型被摧毁时，在将其移出游戏前掷一"… -> "致命破灭D3"
factions/thousand-sons.js | core-deadly-demise-d6 | "致命破灭" | len 156 -> 6 | "某些模型能力栏中会列有「致命毁灭 x」。当这样的模型被摧毁时，在将其从战场移除前"… -> "致命破灭D6"
factions/thousand-sons.js | core-feel-no-pain-5 | "不觉疼痛5+" | len 146 -> 6 | "有些模型能力中列有「不觉疼痛 x+」。每当具有此能力的模型受到伤害并因此将失去一"… -> "不觉疼痛5+"
factions/thousand-sons.js | core-deep-strike | "深入打击" | len 181 -> 4 | "在宣布战阵阶段，如果此单位中的每个模型都具有此能力，你可以将其设置在预备队中，而"… -> "深入打击"
factions/thousand-sons.js | core-deep-strike | "深入打击" | len 164 -> 4 | "在宣示战阵形步骤中，若此单位中的每个模型都具有此能力，你可改为将其置于预备中，而"… -> "深入打击"
factions/thousand-sons.js | core-deep-strike | "深入打击" | len 181 -> 4 | "在宣布战阵阶段，如果此单位中的每个模型都具有此能力，你可以将其设置在预备队中，而"… -> "深入打击"
factions/thousand-sons.js | core-infiltrators | "渗透" | len 77 -> 2 | "于部署时，若单位中的每个模型都具有此能力，则当你配置该单位时，可以将其配置在战场"… -> "渗透"
factions/thousand-sons.js | core-stealth | "潜行" | len 44 -> 2 | "若此单位的所有模型都具有此能力，则每次对其进行远程攻击时，从该攻击的命中掷骰中减"… -> "潜行"
factions/thousand-sons.js | core-leader | "领袖" | len 1002 -> 2 | "某些 **角色(Character)** 单位的资料卡上列有「领袖」。这样的 *"… -> "领袖"
factions/thousand-sons.js | core-deep-strike | "深入打击" | len 177 -> 4 | "在「宣示战斗阵型」阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备"… -> "深入打击"
factions/thousand-sons.js | core-leader | "领袖" | len 1001 -> 2 | "某些 **角色(Character)** 单位的资料表上列有「领袖」。这些 **"… -> "领袖"
factions/thousand-sons.js | core-leader | "领袖" | len 978 -> 2 | "某些**角色(Character)**单位的数据表上有「领袖」标志。这类**角色"… -> "领袖"
factions/thousand-sons.js | core-leader | "领袖" | len 1005 -> 2 | "某些 **角色(Character)** 单位的资料表上列有「领袖」。这类 **"… -> "领袖"
factions/thousand-sons.js | core-deadly-demise-d3 | "致命破灭" | len 150 -> 6 | "部分模型具有「致命破灭 x」能力。当此类模型被摧毁时，在将其从战场移除前掷一次 "… -> "致命破灭D3"
factions/thousand-sons.js | core-deadly-demise-d3 | "致命破灭" | len 150 -> 6 | "部分模型具有「致命破灭 x」能力。当此类模型被摧毁时，在将其从战场移除前掷一次 "… -> "致命破灭D3"
factions/thousand-sons.js | core-leader | "领袖" | len 1005 -> 2 | "某些 **角色(Character)** 单位的资料表上列有「领袖」。这类 **"… -> "领袖"
factions/tyranids.js | core-deadly-demise-1 | "致命破灭 1" | len 146 -> 5 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭1"
factions/tyranids.js | core-leader | "领袖" | len 1005 -> 2 | "某些 **角色(Character)** 单位的资料表上列有「领袖」。这类 **"… -> "领袖"
factions/tyranids.js | core-scouts-8 | "斥候8\\" | len 259 -> 5 | "某些单位的能力中列有「斥候x\\\"」。若单位中的每个模型都有此能力，则在首场战斗回"… -> "斥候8\\\""
factions/tyranids.js | core-deadly-demise-1 | "致命破灭 1" | len 146 -> 5 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭1"
factions/tyranids.js | core-infiltrators | "渗透" | len 77 -> 2 | "于部署时，若单位中的每个模型都具有此能力，则当你部署该单位时，可以将其部署在战场"… -> "渗透"
factions/tyranids.js | core-lone-operative | "独行特工" | len 59 -> 4 | "除非此单位为联合单位的一部分（参见部署能力章节的领袖），否则此单位只有在攻击模型"… -> "独行特工"
factions/tyranids.js | core-stealth | "潜行" | len 44 -> 2 | "若此单位的每个模型都具有此能力，则每次对其进行远程攻击时，从该攻击的命中掷骰中减"… -> "潜行"
factions/tyranids.js | core-deadly-demise-d3 | "致命破灭 D3" | len 146 -> 6 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D3"
factions/tyranids.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/tyranids.js | core-scouts-8 | "斥候8\\" | len 259 -> 5 | "某些单位的能力中列有「斥候x\\\"」。若单位中的每个模型都有此能力，则在首场战斗回"… -> "斥候8\\\""
factions/tyranids.js | core-deadly-demise-d3 | "致命破灭 D3" | len 146 -> 6 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D3"
factions/tyranids.js | core-deadly-demise-d3 | "致命破灭 D3" | len 146 -> 6 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D3"
factions/tyranids.js | core-deadly-demise-2d6 | "致命破灭 2" | len 146 -> 7 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭2D6"
factions/tyranids.js | core-deadly-demise-d3 | "致命破灭 D3" | len 146 -> 6 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D3"
factions/tyranids.js | core-deadly-demise-d3 | "致命破灭 D3" | len 146 -> 6 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D3"
factions/tyranids.js | core-leader | "领袖" | len 1005 -> 2 | "某些 **角色(Character)** 单位的资料表上列有「领袖」。这类 **"… -> "领袖"
factions/tyranids.js | core-deadly-demise-2d6 | "致命破灭 2" | len 146 -> 7 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭2D6"
factions/tyranids.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/tyranids.js | core-leader | "领袖" | len 1005 -> 2 | "某些 **角色(Character)** 单位的资料表上列有「领袖」。这类 **"… -> "领袖"
factions/tyranids.js | core-infiltrators | "渗透" | len 77 -> 2 | "于部署时，若单位中的每个模型都具有此能力，则当你部署该单位时，可以将其部署在战场"… -> "渗透"
factions/tyranids.js | core-lone-operative | "独行特工" | len 59 -> 4 | "除非此单位为联合单位的一部分（参见部署能力章节的领袖），否则此单位只有在攻击模型"… -> "独行特工"
factions/tyranids.js | core-stealth | "潜行" | len 44 -> 2 | "若此单位的每个模型都具有此能力，则每次对其进行远程攻击时，从该攻击的命中掷骰中减"… -> "潜行"
factions/tyranids.js | core-deadly-demise-d3 | "致命破灭 D3" | len 146 -> 6 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D3"
factions/tyranids.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/tyranids.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/tyranids.js | core-infiltrators | "渗透" | len 77 -> 2 | "于部署时，若单位中的每个模型都具有此能力，则当你部署该单位时，可以将其部署在战场"… -> "渗透"
factions/tyranids.js | core-lone-operative | "独行特工" | len 59 -> 4 | "除非此单位为联合单位的一部分（参见部署能力章节的领袖），否则此单位只有在攻击模型"… -> "独行特工"
factions/tyranids.js | core-stealth | "潜行" | len 44 -> 2 | "若此单位的每个模型都具有此能力，则每次对其进行远程攻击时，从该攻击的命中掷骰中减"… -> "潜行"
factions/tyranids.js | core-leader | "领袖" | len 1005 -> 2 | "某些 **角色(Character)** 单位的资料表上列有「领袖」。这类 **"… -> "领袖"
factions/tyranids.js | core-deadly-demise-d6 | "致命破灭 D6" | len 146 -> 6 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D6"
factions/tyranids.js | core-deadly-demise-d6 | "致命破灭 D6" | len 146 -> 6 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D6"
factions/tyranids.js | core-feel-no-pain-5 | "不觉疼痛5+" | len 135 -> 6 | "某些模型的能力栏中列有「不觉疼痛x+」。每次具此能力的模型受到伤害并将失去一个伤"… -> "不觉疼痛5+"
factions/tyranids.js | core-leader | "领袖" | len 1005 -> 2 | "某些 **角色(Character)** 单位的资料表上列有「领袖」。这类 **"… -> "领袖"
factions/tyranids.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/tyranids.js | core-lone-operative | "独行特工" | len 59 -> 4 | "除非此单位为联合单位的一部分（参见部署能力章节的领袖），否则此单位只有在攻击模型"… -> "独行特工"
factions/tyranids.js | core-stealth | "潜行" | len 44 -> 2 | "若此单位的每个模型都具有此能力，则每次对其进行远程攻击时，从该攻击的命中掷骰中减"… -> "潜行"
factions/tyranids.js | core-deadly-demise-1 | "致命破灭 1" | len 146 -> 5 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭1"
factions/tyranids.js | core-feel-no-pain-5 | "不觉疼痛5+" | len 135 -> 6 | "某些模型的能力栏中列有「不觉疼痛x+」。每次具此能力的模型受到伤害并将失去一个伤"… -> "不觉疼痛5+"
factions/tyranids.js | core-deadly-demise-1 | "致命破灭 1" | len 146 -> 5 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭1"
factions/tyranids.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/tyranids.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/tyranids.js | core-deadly-demise-1 | "致命破灭 1" | len 146 -> 5 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭1"
factions/tyranids.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/tyranids.js | core-deadly-demise-d3 | "致命破灭 D3" | len 146 -> 6 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D3"
factions/tyranids.js | core-deadly-demise-d6 | "致命破灭 D6" | len 146 -> 6 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D6"
factions/tyranids.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/tyranids.js | core-deadly-demise-d3 | "致命破灭 D3" | len 146 -> 6 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D3"
factions/tyranids.js | core-leader | "领袖" | len 1005 -> 2 | "某些 **角色(Character)** 单位的资料表上列有「领袖」。这类 **"… -> "领袖"
factions/tyranids.js | core-deadly-demise-d3 | "致命破灭 D3" | len 146 -> 6 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D3"
factions/tyranids.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/tyranids.js | core-leader | "领袖" | len 1005 -> 2 | "某些 **角色(Character)** 单位的资料表上列有「领袖」。这类 **"… -> "领袖"
factions/tyranids.js | core-deadly-demise-d3 | "致命破灭 D3" | len 146 -> 6 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D3"
factions/tyranids.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/tyranids.js | core-deadly-demise-d6 | "致命破灭 D6" | len 146 -> 6 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D6"
factions/tyranids.js | core-stealth | "潜行" | len 44 -> 2 | "若此单位的每个模型都具有此能力，则每次对其进行远程攻击时，从该攻击的命中掷骰中减"… -> "潜行"
factions/tyranids.js | core-infiltrators | "渗透" | len 77 -> 2 | "于部署时，若单位中的每个模型都具有此能力，则当你部署该单位时，可以将其部署在战场"… -> "渗透"
factions/tyranids.js | core-stealth | "潜行" | len 44 -> 2 | "若此单位的每个模型都具有此能力，则每次对其进行远程攻击时，从该攻击的命中掷骰中减"… -> "潜行"
factions/tyranids.js | core-deadly-demise-d3 | "致命破灭 D3" | len 146 -> 6 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D3"
factions/tyranids.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/tyranids.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/tyranids.js | core-leader | "领袖" | len 1005 -> 2 | "某些 **角色(Character)** 单位的资料表上列有「领袖」。这类 **"… -> "领袖"
factions/tyranids.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/tyranids.js | core-deadly-demise-d6 | "致命破灭 D6" | len 146 -> 6 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D6"
factions/tyranids.js | core-deadly-demise-d6 | "致命破灭 D6" | len 146 -> 6 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D6"
factions/tyranids.js | core-leader | "领袖" | len 1005 -> 2 | "某些 **角色(Character)** 单位的资料表上列有「领袖」。这类 **"… -> "领袖"
factions/tyranids.js | core-stealth | "潜行" | len 44 -> 2 | "若此单位的每个模型都具有此能力，则每次对其进行远程攻击时，从该攻击的命中掷骰中减"… -> "潜行"
factions/tyranids.js | leader-leader | "领袖" | len 1005 -> 2 | "某些 **角色(Character)** 单位的资料表上列有「领袖」。这类 **"… -> "领袖"
factions/tyranids.js | core-deadly-demise-d6 | "致命破灭 D6" | len 146 -> 6 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D6"
factions/world-eaters.js | core-deadly-demise-d6 | "致命破灭" | len 146 -> 6 | "某些模型的能力中列有「致命毁灭 x」。当此类模型被摧毁时，在将其移出场景前掷 1"… -> "致命破灭D6"
factions/world-eaters.js | core-deep-strike | "深入打击" | len 176 -> 4 | "在「宣告战斗阵形」步骤中，如果单位中的每个模型都有此能力，可以将其置于预备队中，"… -> "深入打击"
factions/world-eaters.js | core-deep-strike | "深入打击" | len 177 -> 4 | "在宣布战场阵型阶段，若此单位内的每个模型都具有此能力，你可以将其放入后备队（Re"… -> "深入打击"
factions/world-eaters.js | core-deep-strike | "深入打击" | len 167 -> 4 | "于宣告战阵步骤时，若此单位中的每个模型都具有此能力，你可以将其设置在后备中，而非"… -> "深入打击"
factions/world-eaters.js | core-deadly-demise-d6 | "致命破灭" | len 156 -> 6 | "某些模型能力栏中会列有「致命毁灭 x」。当这样的模型被摧毁时，在将其从战场移除前"… -> "致命破灭D6"
factions/world-eaters.js | core-deep-strike | "深入打击" | len 165 -> 4 | "在宣言战阵形步骤中，如果一个单位中的每个模型都具备此能力，你可以将其放入预备队而"… -> "深入打击"
factions/world-eaters.js | core-deadly-demise-d6 | "致命破灭" | len 156 -> 6 | "某些模型能力栏中会列有「致命毁灭 x」。当这样的模型被摧毁时，在将其从战场移除前"… -> "致命破灭D6"
factions/world-eaters.js | core-deadly-demise-d3 | "致命破灭" | len 150 -> 6 | "某些模型的能力上列有「致命破灭 x」。当此类模型被摧毁时，在将其移出游戏前掷一个"… -> "致命破灭D3"
factions/world-eaters.js | core-deadly-demise-d3 | "致命破灭" | len 150 -> 6 | "某些模型的能力上列有「致命破灭 x」。当此类模型被摧毁时，在将其移出游戏前掷一个"… -> "致命破灭D3"
